"";"HumanEntrez"
"2144";100133941
"2145";442910
"2146";23283
"2147";8881
"2148";93492
"2149";55612
"2150";9131
"2151";55151
"2152";23384
"2153";10175
"2154";216
"2155";168667
"2156";23087
"2157";400830
"2158";503618
"2159";140596
"2160";10577
"2161";89781
"2162";51312
"2163";642636
"2164";90427
"2165";653
"2166";83938
"2167";256536
"2168";55110
"2169";85450
"2170";63941
"2171";23125
"2172";387804
"2173";1113
"2174";25817
"2175";64773
"2176";83694
"2177";11201
"2178";79960
"2179";136895
"2180";54880
"2181";93624
"2182";5695
"2183";57097
"2184";54209
"2185";4761
"2186";29993
"2187";57727
"2188";637
"2189";30010
"2190";55246
"2191";144402
"2192";120534
"2193";115
"2194";9245
"2195";256302
"2196";57594
"2197";10901
"2198";94134
"2199";8065
"2200";27309
"2201";7004
"2202";401258
"2203";135154
"2204";30813
"2205";4047
"2206";122616
"2207";6780
"2208";27445
"2209";549
"2210";79807
"2211";143241
"2212";9075
"2213";11035
"2214";164592
"2215";84221
"2216";414328
"2217";2078
"2218";115708
"2219";22801
"2220";150365
"2221";3268
"2222";3785
"2223";26020
"2224";623
"2225";118856
"2226";362
"2227";904
"2228";143689
"2229";24149
"2230";26783
"2231";285513
"2232";401647
"2233";79778
"2234";3481
"2235";9865
"2236";80351
"2237";1654
"2238";167691
"2239";132320
"2240";1663
"2241";8760
"2242";85301
"2243";51765
"2244";23172
"2245";79731
"2246";103910
"2247";84034
"2248";78986
"2249";84844
"2250";9439
"2251";6671
"2252";8945
"2253";164633
"2254";10317
"2255";340719
"2256";10616
"2257";8600
"2258";255189
"2259";26253
"2260";27072
"2261";10257
"2262";8577
"2263";2565
"2264";80223
"2265";23509
"2266";22915
"2267";11046
"2268";4969
"2269";23051
"2270";7102
"2271";26995
"2272";5412
"2273";4841
"2274";994
"2275";9096
"2276";57532
"2277";10194
"2278";116150
"2279";254013
"2280";84803
"2281";8111
"2282";84318
"2283";79742
"2284";3682
"2285";5138
"2286";1687
"2287";9442
"2288";55321
"2289";9258
"2290";257415
"2291";27306
"2292";84216
"2293";7046
"2294";283358
"2295";10907
"2296";932
"2297";92483
"2298";55142
"2299";2914
"2300";2743
"2301";55072
"2302";174
"2303";665
"2304";1937
"2305";8402
"2306";6571
"2307";442905
"2308";203547
"2309";3454
"2310";3824
"2311";83733
"2312";55312
"2313";5253
"2314";83450
"2315";8897
"2316";647286
"2317";331
"2318";80183
"2319";23617
"2320";2935
"2321";23195
"2322";22876
"2323";374864
"2324";4040
"2325";10650
"2326";2296
"2327";441168
"2328";102724652
"2329";196294
"2330";2295
"2331";57228
"2332";9770
"2333";84869
"2334";4852
"2335";23326
"2336";3141
"2337";5836
"2338";140706
"2339";221830
"2340";123745
"2341";2791
"2342";4085
"2343";9139
"2344";80318
"2345";128486
"2346";6650
"2347";134728
"2348";57820
"2349";29761
"2350";79080
"2351";7127
"2352";347487
"2353";9367
"2354";3293
"2355";7187
"2356";5914
"2357";400566
"2358";27123
"2359";5783
"2360";5422
"2361";4143
"2362";406961
"2363";23263
"2364";22880
"2365";90459
"2366";10249
"2367";23353
"2368";140825
"2369";51444
"2370";1960
"2371";137075
"2372";221078
"2373";283093
"2374";126567
"2375";1759
"2376";23401
"2377";5444
"2378";27343
"2379";58495
"2380";22800
"2381";1586
"2382";64581
"2383";219699
"2384";53838
"2385";1562
"2386";9568
"2387";255239
"2388";6348
"2389";6362
"2390";414062
"2391";6349
"2392";23446
"2393";7517
"2394";79034
"2395";51071
"2396";139231
"2397";139818
"2398";64093
"2399";8030
"2400";91419
"2401";83714
"2402";51311
"2403";51009
"2404";4860
"2405";51557
"2406";54039
"2407";26269
"2408";203074
"2409";25998
"2410";54976
"2411";55314
"2412";8999
"2413";100533496
"2414";109617010
"2415";57613
"2416";3600
"2417";55860
"2418";122416
"2419";1877
"2420";23658
"2421";1950
"2422";4920
"2423";6748
"2424";5998
"2425";22821
"2426";494330
"2427";1846
"2428";81706
"2429";282991
"2430";219557
"2431";80344
"2432";493856
"2433";3704
"2434";642623
"2435";1824
"2436";7289
"2437";10609
"2438";101929355
"2439";91300
"2440";2280
"2441";23072
"2442";5007
"2443";3768
"2444";5774
"2445";2800
"2446";29906
"2447";10944
"2448";57102
"2449";5641
"2450";221409
"2451";27112
"2452";7076
"2453";55317
"2454";137970
"2455";8926
"2456";767590
"2457";767592
"2458";767597
"2459";767612
"2460";221687
"2461";93550
"2462";219771
"2463";10939
"2464";89849
"2465";407008
"2466";685
"2467";158427
"2468";23270
"2469";282996
"2470";2887
"2471";118980
"2472";10972
"2473";6870
"2474";26548
"2475";3741
"2476";2833
"2477";8214
"2478";85359
"2479";337880
"2480";133015
"2481";11072
"2482";6649
"2483";100288797
"2484";169611
"2485";9615
"2486";2638
"2487";26031
"2488";9886
"2489";91694
"2490";81693
"2491";84081
"2492";150290
"2493";4756
"2494";435
"2495";54567
"2496";5520
"2497";3710
"2498";53
"2499";9925
"2500";161424
"2501";85477
"2502";2694
"2503";11178
"2504";219333
"2505";51116
"2506";85366
"2507";57169
"2508";22873
"2509";7043
"2510";79611
"2511";948
"2512";619208
"2513";55102
"2514";1632
"2515";2589
"2516";152926
"2517";114294
"2518";4728
"2519";390148
"2520";1040
"2521";51218
"2522";6614
"2523";90120
"2524";388341
"2525";57630
"2526";9210
"2527";89777
"2528";112744
"2529";1761
"2530";29934
"2531";286205
"2532";374355
"2533";56889
"2534";4222
"2535";7569
"2536";10299
"2537";79290
"2538";219770
"2539";2173
"2540";7378
"2541";9061
"2542";378884
"2543";60481
"2544";112817
"2545";22919
"2546";10841
"2547";22927
"2548";9380
"2549";55065
"2550";123103
"2551";53343
"2552";7356
"2553";341116
"2554";54851
"2555";26035
"2556";54491
"2557";10144
"2558";6423
"2559";1361
"2560";138241
"2561";10643
"2562";23500
"2563";119559
"2564";81341
"2565";345274
"2566";23512
"2567";7148
"2568";347273
"2569";57182
"2570";8567
"2571";389383
"2572";7410
"2573";1024
"2574";84331
"2575";55327
"2576";64418
"2577";29974
"2578";7099
"2579";6547
"2580";140767
"2581";1978
"2582";54829
"2583";5527
"2584";113115
"2585";5354
"2586";222584
"2587";118738
"2588";164237
"2589";54456
"2590";144100
"2591";58473
"2592";28231
"2593";24144
"2594";115761
"2595";54674
"2596";80023
"2597";23052
"2598";23097
"2599";8645
"2600";6732
"2601";112609
"2602";646000
"2603";348932
"2604";5445
"2605";241
"2606";91012
"2607";445815
"2608";223082
"2609";51098
"2610";301
"2611";221662
"2612";23616
"2613";9033
"2614";9762
"2615";100616173
"2616";51435
"2617";25849
"2618";3891
"2619";253512
"2620";8639
"2621";771
"2622";122706
"2623";84957
"2624";399823
"2625";5026
"2626";90637
"2627";9583
"2628";5372
"2629";155465
"2630";140699
"2631";138639
"2632";23099
"2633";7405
"2634";8266
"2635";5575
"2636";78997
"2637";196074
"2638";4809
"2639";3753
"2640";102723475
"2641";1310
"2642";5925
"2643";540
"2644";10858
"2645";27348
"2646";57699
"2647";51552
"2648";2819
"2649";84152
"2650";170690
"2651";84636
"2652";6907
"2653";5636
"2654";202500
"2655";8076
"2656";10799
"2657";10564
"2658";85315
"2659";83874
"2660";51537
"2661";114908
"2662";29951
"2663";57205
"2664";440275
"2665";7913
"2666";135114
"2667";84993
"2668";56033
"2669";5355
"2670";23347
"2671";23303
"2672";6631
"2673";9742
"2674";100126308
"2675";167681
"2676";2627
"2677";55086
"2678";5018
"2679";222166
"2680";3054
"2681";23484
"2682";5469
"2683";5090
"2684";5189
"2685";8534
"2686";9935
"2687";55174
"2688";8910
"2689";4152
"2690";4739
"2691";11098
"2692";2869
"2693";85365
"2694";546
"2695";4212
"2696";10116
"2697";81602
"2698";9265
"2699";55071
"2700";392307
"2701";79893
"2702";10634
"2703";3742
"2704";283489
"2705";406897
"2706";406898
"2707";373856
"2708";11274
"2709";101929777
"2710";7473
"2711";10139
"2712";170371
"2713";6011
"2714";6598
"2715";222658
"2716";10240
"2717";6532
"2718";8504
"2719";55346
"2720";8115
"2721";1789
"2722";2778
"2723";1477
"2724";2120
"2725";4242
"2726";7125
"2727";133022
"2728";7226
"2729";79657
"2730";57761
"2731";80148
"2732";26001
"2733";9556
"2734";79670
"2735";27037
"2736";10587
"2737";26509
"2738";54848
"2739";100126315
"2740";51465
"2741";26610
"2742";10400
"2743";8813
"2744";10732
"2745";84219
"2746";29883
"2747";8862
"2748";493901
"2749";90639
"2750";1208
"2751";414157
"2752";7172
"2753";554212
"2754";22992
"2755";442247
"2756";654
"2757";128674
"2758";51373
"2759";25939
"2760";767589
"2761";767591
"2762";767594
"2763";79863
"2764";9573
"2765";4016
"2766";57393
"2767";51314
"2768";7033
"2769";5973
"2770";154215
"2771";8459
"2772";51733
"2773";54765
"2774";406906
"2775";283742
"2776";83903
"2777";7978
"2778";100126316
"2779";140801
"2780";80206
"2781";340895
"2782";9576
"2783";4738
"2784";6564
"2785";1787
"2786";50861
"2787";53904
"2788";1137
"2789";4886
"2790";54478
"2791";1284
"2792";2705
"2793";55270
"2794";81491
"2795";115265
"2796";7174
"2797";11252
"2798";85459
"2799";4901
"2800";5631
"2801";57144
"2802";123099
"2803";10196
"2804";84311
"2805";5289
"2806";5140
"2807";221476
"2808";399
"2809";340784
"2810";157285
"2811";6356
"2812";7464
"2813";283106
"2814";1457
"2815";56975
"2816";2897
"2817";51807
"2818";5064
"2819";100303755
"2820";4204
"2821";440077
"2822";100132396
"2823";57037
"2824";64979
"2825";26100
"2826";219428
"2827";55726
"2828";57575
"2829";2894
"2830";55357
"2831";391253
"2832";83986
"2833";79183
"2834";11190
"2835";81537
"2836";23036
"2837";55366
"2838";389421
"2839";4023
"2840";22875
"2841";120526
"2842";6785
"2843";140680
"2844";55148
"2845";85378
"2846";93643
"2847";8312
"2848";25980
"2849";4771
"2850";23191
"2851";442909
"2852";84700
"2853";55130
"2854";51575
"2855";60496
"2856";215
"2857";28985
"2858";55701
"2859";4303
"2860";54407
"2861";9748
"2862";8477
"2863";23111
"2864";1633
"2865";5931
"2866";55363
"2867";166614
"2868";84309
"2869";84936
"2870";1592
"2871";51284
"2872";8985
"2873";57419
"2874";132954
"2875";51003
"2876";80820
"2877";54898
"2878";11216
"2879";286380
"2880";349334
"2881";653427
"2882";51479
"2883";10526
"2884";63895
"2885";142940
"2886";23108
"2887";574503
"2888";8301
"2889";22894
"2890";220359
"2891";8904
"2892";84187
"2893";200312
"2894";79161
"2895";79133
"2896";8839
"2897";84189
"2898";57701
"2899";8573
"2900";3149
"2901";3055
"2902";129080
"2903";64220
"2904";4306
"2905";132884
"2906";9989
"2907";55872
"2908";404636
"2909";55582
"2910";135112
"2911";94103
"2912";1827
"2913";84986
"2914";389208
"2915";64863
"2916";387104
"2917";406979
"2918";220972
"2919";2619
"2920";29763
"2921";140456
"2922";9377
"2923";8322
"2924";79632
"2925";144245
"2926";778
"2927";341799
"2928";83659
"2929";361
"2930";9993
"2931";22849
"2932";574507
"2933";63982
"2934";10592
"2935";9793
"2936";84656
"2937";6770
"2938";150159
"2939";693124
"2940";54905
"2941";84376
"2942";134147
"2943";79019
"2944";55847
"2945";1659
"2946";164656
"2947";100526773
"2948";57119
"2949";285782
"2950";8460
"2951";400120
"2952";2762
"2953";89941
"2954";23048
"2955";83786
"2956";128497
"2957";11171
"2958";9521
"2959";2849
"2960";26779
"2961";23466
"2962";140701
"2963";286207
"2964";83394
"2965";407007
"2966";4605
"2967";79070
"2968";529
"2969";1829
"2970";26165
"2971";389730
"2972";55604
"2973";7011
"2974";100128908
"2975";79696
"2976";55760
"2977";8428
"2978";81550
"2979";8916
"2980";246777
"2981";10134
"2982";1438
"2983";5205
"2984";594855
"2985";2130
"2986";5519
"2987";116224
"2988";134121
"2989";708
"2990";63877
"2991";29978
"2992";23480
"2993";10413
"2994";118788
"2995";5023
"2996";9501
"2997";4010
"2998";81873
"2999";7008
"3000";138151
"3001";79895
"3002";573
"3003";283208
"3004";81622
"3005";3184
"3006";23670
"3007";128853
"3008";4161
"3009";85016
"3010";57529
"3011";8929
"3012";55138
"3013";83464
"3014";84203
"3015";5238
"3016";60490
"3017";161742
"3018";60686
"3019";65989
"3020";51083
"3021";10479
"3022";90826
"3023";101410538
"3024";25914
"3025";3597
"3026";406886
"3027";5409
"3028";27254
"3029";117532
"3030";79621
"3031";114799
"3032";390144
"3033";54586
"3034";328
"3035";1820
"3036";1025
"3037";54462
"3038";198437
"3039";8715
"3040";55024
"3041";83999
"3042";2658
"3043";55776
"3044";49
"3045";3692
"3046";26287
"3047";9828
"3048";2697
"3049";60343
"3050";389941
"3051";64423
"3052";57826
"3053";8906
"3054";406946
"3055";608
"3056";285555
"3057";337878
"3058";84631
"3059";115701
"3060";100507027
"3061";9552
"3062";23467
"3063";9097
"3064";2539
"3065";91875
"3066";1265
"3067";10215
"3068";1289
"3069";10312
"3070";729025
"3071";201895
"3072";10921
"3073";400916
"3074";55633
"3075";90673
"3076";63915
"3077";5216
"3078";64421
"3079";2230
"3080";6948
"3081";1539
"3082";9407
"3083";221937
"3084";118426
"3085";63905
"3086";6170
"3087";4257
"3088";494323
"3089";54440
"3090";8756
"3091";3082
"3092";3695
"3093";401612
"3094";388325
"3095";347734
"3096";83959
"3097";26036
"3098";29965
"3099";25983
"3100";284904
"3101";196
"3102";51282
"3103";4089
"3104";26251
"3105";55844
"3106";440
"3107";9984
"3108";115416
"3109";1149
"3110";10927
"3111";347404
"3112";652968
"3113";51201
"3114";134829
"3115";3619
"3116";54915
"3117";442425
"3118";221294
"3119";55166
"3120";53358
"3121";57120
"3122";116448
"3123";5356
"3124";91683
"3125";123
"3126";958
"3127";441151
"3128";5709
"3129";125476
"3130";7763
"3131";1769
"3132";25975
"3133";55531
"3134";11237
"3135";7180
"3136";89932
"3137";55361
"3138";84060
"3139";7764
"3140";4316
"3141";54534
"3142";741
"3143";117166
"3144";64841
"3145";8447
"3146";5305
"3147";83473
"3148";91523
"3149";390010
"3150";338567
"3151";489
"3152";406982
"3153";7298
"3154";55609
"3155";157570
"3156";91614
"3157";25943
"3158";2531
"3159";85463
"3160";338645
"3161";10912
"3162";135228
"3163";24141
"3164";1528
"3165";442919
"3166";26012
"3167";60682
"3168";219956
"3169";138162
"3170";54777
"3171";6609
"3172";51020
"3173";170825
"3174";359787
"3175";10590
"3176";9508
"3177";56993
"3178";63932
"3179";10876
"3180";64184
"3181";26156
"3182";9331
"3183";10798
"3184";1603
"3185";54813
"3186";728118
"3187";8851
"3188";158798
"3189";150372
"3190";4594
"3191";4599
"3192";4948
"3193";54923
"3194";23034
"3195";5095
"3196";159686
"3197";83478
"3198";285527
"3199";51550
"3200";143379
"3201";143879
"3202";29982
"3203";22888
"3204";4885
"3205";2147
"3206";222967
"3207";728194
"3208";140902
"3209";407023
"3210";11251
"3211";23279
"3212";11055
"3213";94240
"3214";139804
"3215";27288
"3216";414301
"3217";285852
"3218";10424
"3219";6300
"3220";51534
"3221";221823
"3222";56159
"3223";160851
"3224";135
"3225";57226
"3226";389610
"3227";80019
"3228";143686
"3229";719
"3230";23627
"3231";441519
"3232";441521
"3233";541465
"3234";728911
"3235";102723737
"3236";102723680
"3237";8451
"3238";1362
"3239";341208
"3240";2675
"3241";80319
"3242";10419
"3243";5956
"3244";2652
"3245";101060233
"3246";5406
"3247";122481
"3248";64975
"3249";1825
"3250";51280
"3251";627
"3252";27102
"3253";63035
"3254";284739
"3255";6666
"3256";3093
"3257";282679
"3258";1837
"3259";50507
"3260";10435
"3261";3371
"3262";8019
"3263";387718
"3264";23186
"3265";93210
"3266";63925
"3267";3761
"3268";107
"3269";644
"3270";11264
"3271";27286
"3272";162494
"3273";90060
"3274";389400
"3275";330
"3276";84441
"3277";91647
"3278";10454
"3279";5634
"3280";26578
"3281";8876
"3282";29901
"3283";10202
"3284";55788
"3285";64077
"3286";55975
"3287";10004
"3288";23313
"3289";101929726
"3290";51076
"3291";6229
"3292";79923
"3293";55893
"3294";816
"3295";551
"3296";1414
"3297";7332
"3298";407039
"3299";10044
"3300";80305
"3301";116173
"3302";9399
"3303";400581
"3304";58493
"3305";51507
"3306";9201
"3307";55693
"3308";286223
"3309";1903
"3310";27433
"3311";1644
"3312";4246
"3313";4250
"3314";342850
"3315";79026
"3316";100499483
"3317";6899
"3318";26173
"3319";27304
"3320";2824
"3321";4255
"3322";8909
"3323";56413
"3324";157310
"3325";55319
"3326";54734
"3327";54902
"3328";8925
"3329";79888
"3330";9468
"3331";10278
"3332";9790
"3333";1544
"3334";161835
"3335";574038
"3336";1147
"3337";84619
"3338";29907
"3339";1678
"3340";3159
"3341";170082
"3342";9728
"3343";23089
"3344";7347
"3345";144809
"3346";6790
"3347";80007
"3348";7965
"3349";497661
"3350";4076
"3351";9194
"3352";5905
"3353";1527
"3354";10273
"3355";7533
"3356";6809
"3357";10552
"3358";4824
"3359";79711
"3360";5902
"3361";406889
"3362";100113407
"3363";1880
"3364";64102
"3365";29127
"3366";56243
"3367";9851
"3368";56666
"3369";51126
"3370";7094
"3371";125704
"3372";6019
"3373";84300
"3374";23299
"3375";116442
"3376";29079
"3377";4337
"3378";65992
"3379";2805
"3380";55205
"3381";10043
"3382";7156
"3383";79949
"3384";64223
"3385";92675
"3386";6038
"3387";54503
"3388";8260
"3389";23654
"3390";753
"3391";727897
"3392";56919
"3393";166824
"3394";57798
"3395";125111
"3396";57534
"3397";406909
"3398";8464
"3399";64425
"3400";22861
"3401";286514
"3402";7321
"3403";140459
"3404";11329
"3405";284217
"3406";90634
"3407";9338
"3408";7319
"3409";5949
"3410";9326
"3411";219285
"3412";92126
"3413";9313
"3414";219681
"3415";80712
"3416";23026
"3417";84231
"3418";161003
"3419";407035
"3420";196394
"3421";677811
"3422";58516
"3423";54518
"3424";10480
"3425";4478
"3426";7507
"3427";55607
"3428";6368
"3429";6359
"3430";5407
"3431";27352
"3432";9858
"3433";54443
"3434";55751
"3435";8473
"3436";23327
"3437";7074
"3438";140686
"3439";283254
"3440";1821
"3441";57506
"3442";57526
"3443";399814
"3444";56241
"3445";8612
"3446";26261
"3447";389827
"3448";6256
"3449";339287
"3450";55266
"3451";9871
"3452";29979
"3453";10391
"3454";6189
"3455";158158
"3456";2259
"3457";83857
"3458";55520
"3459";5239
"3460";8450
"3461";374868
"3462";5106
"3463";5800
"3464";4248
"3465";1308
"3466";80114
"3467";2290
"3468";79813
"3469";29799
"3470";27111
"3471";5277
"3472";5350
"3473";660
"3474";60436
"3475";4642
"3476";8660
"3477";161753
"3478";90141
"3479";5786
"3480";143662
"3481";80975
"3482";91319
"3483";8846
"3484";55861
"3485";145853
"3486";5594
"3487";24140
"3488";6119
"3489";283748
"3490";3895
"3491";2731
"3492";55035
"3493";80231
"3494";1164
"3495";84299
"3496";140730
"3497";27152
"3498";57593
"3499";169714
"3500";9846
"3501";116369
"3502";85438
"3503";9777
"3504";60681
"3505";3225
"3506";6185
"3507";3705
"3508";8318
"3509";1612
"3510";79101
"3511";9719
"3512";5199
"3513";84333
"3514";406964
"3515";387496
"3516";50616
"3517";57494
"3518";768214
"3519";63904
"3520";80310
"3521";642938
"3522";496
"3523";23022
"3524";101928603
"3525";84945
"3526";23136
"3527";55770
"3528";27079
"3529";27023
"3530";1488
"3531";54989
"3532";10758
"3533";57151
"3534";407003
"3535";56978
"3536";26164
"3537";89845
"3538";23657
"3539";51759
"3540";6939
"3541";120
"3542";55846
"3543";6863
"3544";10206
"3545";3356
"3546";3489
"3547";84254
"3548";9907
"3549";2662
"3550";55017
"3551";10952
"3552";51167
"3553";27440
"3554";145567
"3555";84267
"3556";24147
"3557";51016
"3558";5228
"3559";83661
"3560";8563
"3561";57700
"3562";406952
"3563";84647
"3564";10566
"3565";23514
